ti,T,T_b,pool_raw,pool_bucketed,pool_addr_n,K_sampled,item_n,addr_n,H_knap_item,H_knap_addr,H_naive_item,H_naive_addr,saturated,skipped
1884,1136399233382558119,113640,16,16,16,0,0,0,0.0,0.0,4.0,4.0,False,False
1885,3554707931851069,355,20,20,20,12,14,14,3.3832770469819975,3.3832770469819975,4.321928094887363,4.321928094887363,False,False
1886,5235541235957490193,523554,34,34,34,0,0,0,0.0,0.0,5.087462841250339,5.087462841250339,False,False
1887,8544704812587950590,854470,93,93,92,2000,50,50,5.2871975056370655,5.287197505637066,6.539158811108031,6.523561956057013,True,False
1888,7073116502353459,707,30,30,30,410,25,25,4.2156038201538175,4.215603820153817,4.906890595608519,4.906890595608519,False,False
1889,886673616827379182,88667,60,60,60,2000,40,40,4.805240535419219,4.805240535419219,5.906890595608519,5.906890595608519,True,False
1890,9907708208574480876,990771,105,105,105,2000,53,53,5.460276168529221,5.460276168529222,6.714245517666122,6.714245517666122,True,False
1891,5635875000000000000,563588,168,168,166,2000,51,51,5.129592125911916,5.129592125911917,7.392317422778761,7.3750394313469245,True,False
1892,1126305349754321617,112631,124,124,121,2000,57,57,5.1138800228045715,5.1138800228045715,6.954196310386875,6.918863237274595,True,False
1893,634586466165413533,63459,75,75,75,2000,39,39,4.7418236169205645,4.741823616920565,6.22881869049588,6.22881869049588,True,False
1894,9974534313517820770,997453,131,131,130,2000,65,65,5.895773084300937,5.895773084300936,7.03342300153745,7.022367813028454,True,False
1895,53817053360389824,5382,8,8,8,0,0,0,0.0,0.0,3.0,3.0,False,False
1896,2495065670291684712,249507,50,50,50,2000,44,44,4.976580766541467,4.976580766541467,5.643856189774724,5.643856189774724,True,False
1897,298165941499919842125,29816594,38,38,38,0,0,0,0.0,0.0,5.247927513443585,5.247927513443585,False,True
1898,12030075187969924,1203,36,36,36,1731,28,28,4.520548015955037,4.520548015955038,5.169925001442312,5.169925001442312,False,False
1899,12964743773914225,1296,41,41,38,2000,38,35,4.5581040113737314,4.523031186937973,5.357552004618084,5.247927513443585,True,False
1900,4892996350567130690,489300,69,69,67,2000,47,46,5.1120761763679035,5.069907440357492,6.108524456778169,6.066089190457772,True,False
1901,237310835102250000,23731,15,15,15,0,0,0,0.0,0.0,3.9068905956085187,3.9068905956085187,False,False
1902,3489599137500000000,348960,12,12,12,0,0,0,0.0,0.0,3.584962500721156,3.584962500721156,False,False
1903,56041295774675596,5604,65,65,65,2000,41,41,4.746725427028983,4.7467254270289825,6.022367813028454,6.022367813028454,True,False
1904,6304200000000000000,630420,61,61,60,2000,56,55,5.105647292483331,5.066411578878547,5.930737337562887,5.906890595608519,True,False
1905,723165051734586,72,13,13,13,27,11,11,3.2132984012230676,3.213298401223068,3.700439718141092,3.700439718141092,False,False
1906,9975000000000000000,997500,165,165,162,2000,62,62,5.588259152349879,5.58825915234988,7.366322214245816,7.339850002884624,True,False
1907,20000000000000000,2000,7,7,7,1,1,1,-0.0,-0.0,2.807354922057604,2.807354922057604,False,False
1908,1078615640554975627,107862,0,0,0,0,0,0,0.0,0.0,0,0,False,True
1909,6771709282211420268,677171,144,144,143,2000,60,59,5.49229010098607,5.476563799991861,7.169925001442312,7.159871336778389,True,False
1910,9924812030075187969,992481,136,136,135,2000,48,48,5.17656848928643,5.17656848928643,7.087462841250339,7.076815597050831,True,False
1911,9266979588105303,927,27,27,27,483,26,26,4.355476374864182,4.355476374864181,4.754887502163468,4.754887502163468,False,False
1912,28170426065162907268,2817043,32,32,32,60,30,30,4.771517244384842,4.7715172443848415,5.0,5.0,False,False
1913,30812746630619146,3081,0,0,0,0,0,0,0.0,0.0,0,0,False,True
1914,59175242756207810,5918,48,48,48,2000,38,38,4.6980948278235095,4.69809482782351,5.584962500721156,5.584962500721156,True,False
1915,18670562737843182073,1867056,176,175,171,2000,63,63,5.416971547593057,5.4169715475930555,7.459431618637297,7.417852514885898,True,False
1916,24937500000000000,2494,4,4,4,0,0,0,0.0,0.0,2.0,2.0,False,False
1917,79800000000000000,7980,2,2,2,0,0,0,0.0,0.0,1.0,1.0,False,False
1918,1351384038760468272,135138,72,72,72,2000,42,42,4.930985077057233,4.930985077057233,6.169925001442312,6.169925001442312,True,False
1919,2992500000000000000,299250,87,87,85,2000,46,45,5.0087986420973865,5.004544446057156,6.442943495848728,6.409390936137702,True,False
1920,997500000000000000,99750,31,31,31,27,27,27,4.546233319147426,4.546233319147426,4.954196310386875,4.954196310386875,False,False
1921,37746446054062551770,3774645,199,199,195,2000,62,62,5.649742036519785,5.649742036519785,7.636624620543649,7.60733031374961,True,False
1922,10529388392124486,1053,43,43,42,305,26,25,4.331277724739603,4.230792198878135,5.426264754702098,5.392317422778761,False,False
1923,9040324803133336,904,29,29,28,291,24,23,4.184758381459933,4.060791251459058,4.857980995127572,4.807354922057604,False,False
1924,929219089440986025,92922,16,16,16,0,0,0,0.0,0.0,4.0,4.0,False,False
1925,466369037244127500,46637,78,78,76,2000,46,45,4.940662896084143,4.93878665182739,6.285402218862249,6.247927513443585,True,False
1926,1995000000000000000,199500,94,94,94,2000,48,48,5.2556069443929605,5.2556069443929605,6.554588851677638,6.554588851677638,True,False
1927,80818707062498993064,8081871,85,85,85,2000,51,51,5.247069557566613,5.247069557566613,6.409390936137702,6.409390936137702,True,False
1928,129715581341858250,12972,16,16,16,0,0,0,0.0,0.0,4.0,4.0,False,False
1929,94641700506669830,9464,54,54,54,2000,37,37,4.633717664407565,4.633717664407564,5.754887502163468,5.754887502163468,True,False
1930,787277064026250000,78728,9,9,9,0,0,0,0.0,0.0,3.169925001442312,3.169925001442312,False,False
1931,23153818788932187,2315,18,18,18,0,0,0,0.0,0.0,4.169925001442312,4.169925001442312,False,False
1932,5653834796344358960,565383,38,38,38,2000,38,38,4.978297467694179,4.978297467694177,5.247927513443585,5.247927513443585,True,False
1933,9975000000000000,998,1,1,1,0,0,0,0.0,0.0,0.0,0.0,False,False
1934,523257497700000,52,1,1,1,0,0,0,0.0,0.0,0.0,0.0,False,False
1935,371369250000000000,37137,146,146,146,2000,42,42,4.887579272951175,4.887579272951175,7.189824558880018,7.189824558880018,True,False
1936,3581862567326996105,358186,79,79,79,2000,53,53,5.1277865867680426,5.127786586768044,6.303780748177103,6.303780748177103,True,False
1937,1261837500000000000,126184,133,132,129,2000,60,60,5.143537639012561,5.143537639012562,7.05528243550119,7.011227255423254,True,False
1938,100250626566416040,10025,62,62,62,2000,36,36,4.6532453897030805,4.6532453897030805,5.954196310386875,5.954196310386875,True,False
1939,595749933355156125000,59574993,0,0,0,0,0,0,0.0,0.0,0,0,False,True
1940,1694594806705188106,169459,91,91,87,2000,43,43,4.901542697593698,4.9015426975937,6.507794640198696,6.442943495848728,True,False
1941,10885076420368883883,1088508,30,30,30,0,0,0,0.0,0.0,4.906890595608519,4.906890595608519,False,False
1942,2406115288220551378,240612,20,20,20,0,0,0,0.0,0.0,4.321928094887363,4.321928094887363,False,False
1943,500942169335935754,50094,4,4,4,0,0,0,0.0,0.0,2.0,2.0,False,False
1944,10631896429960062,1063,50,50,50,2000,37,37,4.48304608032062,4.48304608032062,5.643856189774724,5.643856189774724,True,False
1945,821440686964385324,82144,113,113,112,2000,65,65,4.942484008679781,4.942484008679781,6.820178962415188,6.807354922057604,True,False
1946,1630210750883764046,163021,21,21,21,0,0,0,0.0,0.0,4.392317422778761,4.392317422778761,False,False
1947,197896177713907707,19790,83,83,83,2000,51,51,4.757923937810742,4.757923937810742,6.3750394313469245,6.3750394313469245,True,False
1948,734744505719241837,73474,28,28,27,10,20,20,4.176409330170886,4.176409330170886,4.807354922057604,4.754887502163468,False,False
1949,8788168330257242324,878817,132,132,132,2000,56,56,5.156936570740633,5.156936570740633,7.044394119358453,7.044394119358453,True,False
1950,10467482841160142727,1046748,185,185,182,2000,52,52,4.957495943832905,4.957495943832906,7.531381460516312,7.507794640198696,True,False
1951,2109099489720625183,210910,101,101,101,2000,47,47,4.947677398387556,4.947677398387556,6.658211482751795,6.658211482751795,True,False
1952,598500000000000000,59850,22,22,22,0,0,0,0.0,0.0,4.459431618637297,4.459431618637297,False,False
1953,110026163508816103,11003,16,16,16,0,0,0,0.0,0.0,4.0,4.0,False,False
1954,29925000000000000,2993,85,83,82,2000,40,39,4.853722410884727,4.821132500667806,6.409390936137702,6.357552004618084,True,False
1955,3271712189085528,327,20,20,20,22,12,12,3.252024994172854,3.2520249941728534,4.321928094887363,4.321928094887363,False,False
1956,1745899990031925000,174590,10,10,10,0,0,0,0.0,0.0,3.321928094887362,3.321928094887362,False,False
1957,418950000000000000,41895,65,65,62,2000,41,39,4.84445136375578,4.813211021340373,6.022367813028454,5.954196310386875,True,False
1958,4034674692554578,403,30,30,30,2000,25,25,4.167809092748168,4.167809092748169,4.906890595608519,4.906890595608519,True,False
1959,61058470400780370,6106,70,70,70,2000,33,33,4.635868341689146,4.635868341689146,6.129283016944966,6.129283016944966,True,False
1960,9333121573936902,933,11,11,11,0,0,0,0.0,0.0,3.4594316186372973,3.4594316186372973,False,False
1961,2989170918468452816,298917,130,130,129,2000,57,57,5.339357881705436,5.3393578817054355,7.022367813028454,7.011227255423254,True,False
1962,2591946808659596380,259195,105,105,105,2000,38,38,4.735199494476056,4.735199494476057,6.714245517666122,6.714245517666122,True,False
1963,35765025594448992160,3576503,89,89,87,2000,44,44,5.2157638192831985,5.2157638192831985,6.475733430966398,6.442943495848728,True,False
1964,51354105838474435,5135,1,1,1,0,0,0,0.0,0.0,0.0,0.0,False,False
1965,29438880059439043,2944,46,46,46,2000,37,37,4.7437707444334025,4.743770744433401,5.523561956057013,5.523561956057013,True,False
1966,1995000000000000,200,3,3,3,0,0,0,0.0,0.0,1.584962500721156,1.584962500721156,False,False
1967,246598067168905500,24660,35,35,35,43,27,27,4.427932410684786,4.427932410684786,5.129283016944966,5.129283016944966,False,False
1968,34912500000000000,3491,35,35,34,479,30,29,4.534622196932945,4.462823447919727,5.129283016944966,5.087462841250339,False,False
1969,788025000000000000,78803,72,72,72,2000,39,39,4.85822325526245,4.85822325526245,6.169925001442312,6.169925001442312,True,False
1970,568575000000000000,56858,87,87,86,2000,43,43,4.802709645984401,4.8027096459844,6.442943495848728,6.426264754702098,True,False
1971,1845375000000000000,184538,39,39,39,106,36,36,4.706043042613026,4.706043042613026,5.285402218862249,5.285402218862249,False,False
1972,3544366695172806,354,1,1,1,0,0,0,0.0,0.0,0.0,0.0,False,False
1973,19945012500000000000,1994501,117,117,116,2000,35,35,4.819744800723085,4.819744800723084,6.870364719583405,6.857980995127572,True,False
1974,34912500000000000,3491,0,0,0,0,0,0,0.0,0.0,0,0,False,True
1975,19580925000000000,1958,46,46,45,2000,44,43,4.66864015011005,4.655672301195712,5.523561956057013,5.491853096329675,True,False
1976,28927500000000000,2893,54,53,53,2000,47,47,4.655899287708002,4.655899287708,5.754887502163468,5.727920454563199,True,False
1977,280201171413114738,28020,21,21,21,0,0,0,0.0,0.0,4.392317422778761,4.392317422778761,False,False
1978,26374802823503497,2637,18,18,18,11,14,14,3.628982607762363,3.628982607762363,4.169925001442312,4.169925001442312,False,False
1979,10000000000000000,1000,25,25,25,136,19,19,4.0276508476418895,4.0276508476418895,4.643856189774724,4.643856189774724,False,False
1980,9975000000000000,998,32,32,32,16,12,12,3.0743469721942382,3.0743469721942382,5.0,5.0,False,False
1981,1327236517687500000,132724,13,13,13,0,0,0,0.0,0.0,3.700439718141092,3.700439718141092,False,False
1982,349125000000000000,34913,19,19,19,0,0,0,0.0,0.0,4.247927513443585,4.247927513443585,False,False
1983,22163489703482190000,2216349,151,151,147,2000,58,57,5.486744572262273,5.460793371819742,7.2384047393250786,7.199672344836364,True,False
1984,8299874384407300720,829987,165,165,163,2000,58,58,5.483554093774504,5.483554093774505,7.366322214245816,7.348728154231077,True,False
1985,19750500000000000000,1975050,53,53,52,2000,45,44,5.214060465150627,5.1767513400411485,5.727920454563199,5.700439718141092,True,False
1986,204813742441254,20,6,6,6,1,1,1,-0.0,-0.0,2.584962500721156,2.584962500721156,False,False
1987,88891768904134052890,8889177,102,102,99,2000,73,71,5.876230628759926,5.841749302881186,6.672425341971495,6.6293566200796095,True,False
1988,4322445372044536189,432245,100,100,95,2000,51,51,5.386586215731126,5.386586215731127,6.643856189774724,6.569855608330948,True,False
1989,45112781954887218,4511,17,17,17,1,2,2,1.0,1.0,4.087462841250339,4.087462841250339,False,False
1990,24060150375939849,2406,176,176,176,2000,101,101,4.9162767180528935,4.916276718052893,7.459431618637297,7.459431618637297,True,False
1991,385522771330359617,38552,29,29,29,362,29,29,4.639160415061589,4.63916041506159,4.857980995127572,4.857980995127572,False,False
1992,12526742079681410767,1252674,78,78,77,2000,51,51,5.324469913042511,5.3244699130425115,6.285402218862249,6.266786540694901,True,False
1993,6369756947035081394,636976,23,23,23,0,0,0,0.0,0.0,4.523561956057013,4.523561956057013,False,False
1994,69825000000000000,6983,24,24,24,58,22,22,4.1563692786694775,4.156369278669477,4.584962500721156,4.584962500721156,False,False
1995,26992350000000000000,2699235,106,106,105,2000,56,56,5.326206582648053,5.326206582648053,6.727920454563199,6.714245517666122,True,False
1996,194472600000000000000,19447260,107,107,104,0,0,0,0.0,0.0,6.741466986401147,6.700439718141092,False,True
1997,623887204231305442,62389,26,26,26,1,7,7,2.807354922057604,2.807354922057604,4.700439718141092,4.700439718141092,False,False
1998,80478300000000000000,8047830,167,166,164,2000,78,78,6.143697736987848,6.143697736987849,7.383704292474052,7.357552004618084,True,False
1999,2025088023389953869,202509,53,53,53,2000,46,46,4.993659925654316,4.993659925654316,5.727920454563199,5.727920454563199,True,False
2000,331974611484548,33,8,8,7,2,3,3,1.5,1.5,3.0,2.807354922057604,False,False
2001,11199459290787540028,1119946,73,73,71,2000,50,50,5.113414299829037,5.113414299829037,6.189824558880018,6.149747119504682,True,False
2002,2392060886094600000,239206,26,26,23,0,0,0,0.0,0.0,4.700439718141092,4.523561956057013,False,False
2003,9973264462731425825,997326,136,136,135,2000,71,71,5.772826300235328,5.772826300235329,7.087462841250339,7.076815597050831,True,False
2004,86899120622829261,8690,7,7,7,0,0,0,0.0,0.0,2.807354922057604,2.807354922057604,False,False
2005,3373219736383121,337,6,5,5,0,0,0,0.0,0.0,2.584962500721156,2.321928094887362,False,False
2006,99750000000000000,9975,62,62,61,2000,42,41,4.8076534875366645,4.760362740942435,5.954196310386875,5.930737337562887,True,False
2007,9711288805795462243,971129,65,65,65,2000,54,54,5.202509993276669,5.202509993276669,6.022367813028454,6.022367813028454,True,False
2008,984847504426097482,98485,42,42,41,1379,37,36,4.922711807805801,4.857757720366977,5.392317422778761,5.357552004618084,False,False
2009,194425265752502484,19443,99,98,97,2000,42,42,4.85128448620109,4.851284486201089,6.6293566200796095,6.599912842187128,True,False
2010,173307513005296544,17331,1,1,1,0,0,0,0.0,0.0,0.0,0.0,False,False
2011,1289334766878375762,128933,210,210,210,2000,56,56,5.149048589793699,5.149048589793699,7.714245517666122,7.714245517666122,True,False
2012,492765000000000000,49277,154,154,153,2000,43,43,4.862952240232337,4.862952240232336,7.266786540694901,7.257387842692652,True,False
2013,18832009123989538,1883,16,16,16,0,0,0,0.0,0.0,4.0,4.0,False,False
2014,59845842414412148026,5984584,200,200,196,2000,81,81,6.172385396894344,6.172385396894344,7.643856189774724,7.614709844115208,True,False
2015,47183046704110075,4718,9,9,9,0,0,0,0.0,0.0,3.169925001442312,3.169925001442312,False,False
2016,489360978272408448,48936,23,23,23,8,17,17,3.8055395004082118,3.8055395004082113,4.523561956057013,4.523561956057013,False,False
2017,1712468095079371959,171247,32,32,32,344,30,30,4.7146441914044965,4.714644191404497,5.0,5.0,False,False
2018,3940125000000000000,394013,74,74,73,2000,53,52,5.023479220128947,5.015878969211571,6.20945336562895,6.189824558880018,True,False
2019,1995000000000000000,199500,82,82,82,2000,47,47,5.2091575853269845,5.2091575853269845,6.357552004618084,6.357552004618084,True,False
2020,1002506265664160401,100251,121,121,121,2000,50,50,4.977950856344549,4.977950856344549,6.918863237274595,6.918863237274595,True,False
2021,7880250000000000000,788025,65,65,65,2000,46,46,5.073521651671605,5.073521651671603,6.022367813028454,6.022367813028454,True,False
2022,869390607372000000,86939,10,10,10,0,0,0,0.0,0.0,3.321928094887362,3.321928094887362,False,False
2023,1313650176839247879,131365,31,31,31,19,25,25,4.412037913556804,4.412037913556804,4.954196310386875,4.954196310386875,False,False
2024,7438723222443809112,743872,26,26,26,0,0,0,0.0,0.0,4.700439718141092,4.700439718141092,False,False
2025,20050125313283208,2005,3,3,3,0,0,0,0.0,0.0,1.584962500721156,1.584962500721156,False,False
2026,836335244666406347664,83633524,168,168,165,0,0,0,0.0,0.0,7.392317422778761,7.366322214245816,False,True
2027,13570575123426439532,1357058,114,114,113,2000,56,56,5.1925971630476635,5.1925971630476635,6.832890014164741,6.820178962415188,True,False
2028,34063465952056886082,3406347,115,115,111,2000,53,52,5.547730588031847,5.518015427861986,6.845490050944375,6.794415866350106,True,False
2029,109026750000000000,10903,79,78,78,2000,30,30,4.487915118464669,4.487915118464669,6.303780748177103,6.285402218862249,True,False
2030,5286750000000000000,528675,182,182,180,2000,38,38,4.912325571706993,4.912325571706994,7.507794640198696,7.491853096329675,True,False
2031,99750000000000000,9975,67,67,67,2000,46,46,4.515872941221992,4.515872941221992,6.066089190457772,6.066089190457772,True,False
2032,8778000000000000000,877800,135,135,134,2000,69,69,5.675900646510106,5.675900646510107,7.076815597050831,7.066089190457772,True,False
2033,9181714170015706253,918171,107,107,106,2000,59,59,5.523600107905596,5.5236001079055965,6.741466986401147,6.727920454563199,True,False
2034,5087250000000000000,508725,159,159,159,2000,50,50,5.15241529345983,5.15241529345983,7.312882955284356,7.312882955284356,True,False
2035,9075308239128525438,907531,60,60,60,2000,55,55,5.256501298991076,5.256501298991076,5.906890595608519,5.906890595608519,True,False
2036,199500000000000000,19950,10,10,10,0,0,0,0.0,0.0,3.321928094887362,3.321928094887362,False,False
2037,428925000000000000,42893,132,132,131,2000,54,54,5.163603372367742,5.163603372367742,7.044394119358453,7.03342300153745,True,False
2038,337546011550662125,33755,255,255,252,2000,118,118,5.702215147007584,5.702215147007583,7.994353436858858,7.977279923499917,True,False
2039,1775550000000000000,177555,65,65,65,2000,41,41,4.896349899003187,4.896349899003187,6.022367813028454,6.022367813028454,True,False
2040,4912280701754385964,491228,30,30,30,0,0,0,0.0,0.0,4.906890595608519,4.906890595608519,False,False
2041,4010025062656641604,401003,27,27,27,12,23,23,4.3959113889507835,4.395911388950783,4.754887502163468,4.754887502163468,False,False
2042,498750000000000000,49875,106,104,103,2000,40,40,5.010703734205515,5.010703734205515,6.727920454563199,6.6865005271832185,True,False
2043,538650000000000000,53865,154,153,151,2000,70,69,5.5673888414885155,5.542551695959235,7.266786540694901,7.2384047393250786,True,False
2044,10000000000000000,1000,59,59,59,2000,42,42,4.5123546617298285,4.512354661729829,5.882643049361842,5.882643049361842,True,False
2045,10025062656641604,1003,43,43,43,568,31,31,4.556411138742186,4.556411138742187,5.426264754702098,5.426264754702098,False,False
2046,990812475612157661,99081,65,65,65,2000,45,45,5.068128420749459,5.068128420749459,6.022367813028454,6.022367813028454,True,False
2047,8977500000000000000,897750,64,64,63,2000,44,43,5.010032313981565,4.967976560309368,6.0,5.977279923499917,True,False
2048,5427840611935195,543,13,13,13,1,1,1,-0.0,-0.0,3.700439718141092,3.700439718141092,False,False
2049,473720850204491828,47372,11,11,11,0,0,0,0.0,0.0,3.4594316186372973,3.4594316186372973,False,False
2050,397096628822544324,39710,24,24,24,1,5,5,2.321928094887362,2.321928094887362,4.584962500721156,4.584962500721156,False,False
2051,418650750000000000000,41865075,88,88,86,0,0,0,0.0,0.0,6.459431618637297,6.426264754702098,False,True
2052,22293652560060000000,2229365,121,121,121,2000,54,54,5.267476691563752,5.267476691563756,6.918863237274595,6.918863237274595,True,False
2053,74613000000000000000,7461300,98,98,98,2000,71,71,5.71726459256854,5.71726459256854,6.614709844115208,6.614709844115208,True,False
2054,4885755000000000000,488576,151,151,148,2000,60,59,5.490100910016114,5.463254317929065,7.2384047393250786,7.20945336562895,True,False
2055,14948535000000000000,1494854,88,87,85,2000,49,49,5.2295200988074555,5.229520098807455,6.459431618637297,6.409390936137702,True,False
2056,3391500000000000,339,37,37,37,0,0,0,0.0,0.0,5.20945336562895,5.20945336562895,False,False
2057,126652020367845153,12665,76,76,75,2000,28,28,4.49883152798208,4.49883152798208,6.247927513443585,6.22881869049588,True,False
2058,29716459263529365075,2971646,192,192,190,2000,56,56,5.759437189608551,5.759437189608551,7.584962500721156,7.569855608330948,True,False
2059,7330052380898860,733,45,41,41,2000,35,35,4.502851868257881,4.502851868257881,5.491853096329675,5.357552004618084,True,False
2060,36121857226694321482,3612186,51,51,49,2000,42,40,5.228873878558335,5.1506358656886455,5.672425341971495,5.614709844115208,True,False
2061,5153662539253016,515,18,18,18,1,3,3,1.584962500721156,1.584962500721156,4.169925001442312,4.169925001442312,False,False
2062,19855854329812850473,1985585,55,55,55,2000,44,44,5.218398973629858,5.218398973629856,5.78135971352466,5.78135971352466,True,False
2063,985321395214085811,98532,61,61,61,2000,50,50,4.9799853895732795,4.9799853895732795,5.930737337562887,5.930737337562887,True,False
