ti,T,T_b,pool_raw,pool_bucketed,pool_addr_n,K_sampled,item_n,addr_n,H_knap_item,H_knap_addr,H_naive_item,H_naive_addr,saturated,skipped
1374,2492392878022621400,249,7529,6136,5173,2000,1020,994,4.732416862953263,4.7289678841613885,12.87824254386927,12.336785476203755,True,False
1375,80254745627490374834,8025,10408,8871,7228,2000,1237,1195,5.739104414079742,5.737043612976489,13.345405246717796,12.8193807908646,True,False
1376,2992500000000000,0,123,0,0,0,0,0,0.0,0.0,6.94251450533924,0,False,True
1377,8117994109685937834,812,9282,7785,6429,2000,1204,1161,5.3472391800413135,5.34330032535077,13.180219982170192,12.650378635397704,True,False
1378,19950000000000000,2,49,36,36,470,36,36,4.988172015827489,4.988172015827489,5.614709844115208,5.169925001442312,False,False
1379,401823892492827258388,40182,1947,1943,1682,0,0,0,0.0,0.0,10.927037168720295,10.715961990255144,False,True
1380,5757569350846058074,576,8471,6931,5759,2000,972,943,4.920932498628462,4.917473813759488,13.048316574158473,12.49160260669611,True,False
1381,11594527682153530,1,1291,592,573,592,592,573,9.209453365628951,9.139166810773482,10.33427328530719,9.162391328756906,False,False
1382,65017050000000000,7,2934,1957,1809,2000,904,868,4.551918538130651,4.534828007350498,11.51865315567339,10.82097669262124,True,False
1383,208108109855674648297,20811,5569,5502,4473,0,0,0,0.0,0.0,12.443202577297011,12.127027043004599,False,True
1384,932684545881173604,93,1725,1680,1374,2000,140,139,4.428231249166941,4.427710993572779,10.752380646552893,10.4241662888181,True,False
1385,1165926417793762491,117,7492,5889,4974,2000,1226,1182,5.089160389310406,5.084807326886974,12.871135184243045,12.280190792216906,True,False
1386,2572238557566864955,257,3094,2634,2207,2000,470,457,4.60612716554827,4.600480167831607,11.595257481449035,11.107870914279614,True,False
1387,85627447576230000,9,872,639,595,2000,284,279,4.584650814460005,4.578138480868475,9.768184324776927,9.216745858195306,True,False
1388,42889706671213733774,4289,5267,5201,4217,2000,214,213,5.231767228832543,5.231387885785727,12.362765744153958,12.042001306279133,True,False
1389,20856810265552735754,2086,8478,7424,6206,2000,977,963,4.598930279711008,4.595378379650414,13.049508251055096,12.59944798152872,True,False
1390,300751879699248120,30,1602,1533,1295,2000,191,190,4.367380645005202,4.365863194322349,10.64565843240871,10.338736382573916,True,False
1391,1455121141316837,0,817,0,0,0,0,0,0.0,0.0,9.674192268145683,0,False,True
1392,970004588406000000,97,715,710,670,2000,71,69,4.4514629719215275,4.449616171530352,9.481799431665753,9.388017285345136,True,False
1393,25649253019578995045,2565,9457,8037,6608,2000,1083,1052,5.04402607920768,5.0407451415917075,13.207166881383289,12.689997971419446,True,False
1394,11673045924518821455,1167,9240,7887,6376,2000,1233,1188,5.167324389500097,5.163782454809775,13.17367713630342,12.638435913990472,True,False
1395,10520300870931252003,1052,4516,4457,3589,2000,204,203,4.492743057984047,4.491818921211806,12.140829770773001,11.809366207816078,True,False
1396,9971010000000000000,997,4287,4223,3403,2000,200,199,4.4222554086360235,4.42113433240284,12.065752701816972,11.73259143596501,True,False
1397,30000000000000000,3,3445,1859,1762,2000,1210,1169,5.299222615693672,5.2738976538137585,11.750288267591653,10.782998208920414,True,False
1398,100000000000000000,10,4739,3108,2836,2000,1217,1172,4.805614174636501,4.786308573061515,12.2103669456326,11.469641817239516,True,False
1399,469993392624286411,47,6344,4711,4097,2000,1227,1182,4.868689833585011,4.857750221504412,12.63117705570398,12.0003521774803,True,False
1400,378470446363019076,38,5123,3846,3401,2000,1009,983,4.418870749687525,4.412778121896174,12.322773176454564,11.731743290707842,True,False
1401,100250626566416040,10,4708,3242,2946,2000,1236,1193,4.788698153619832,4.768071360463226,12.200898605038445,11.524541715035848,True,False
1402,12549935476111423,1,2709,1113,1071,1113,1113,1071,10.12023787734196,10.033419197662631,11.403544678202014,10.064742764750257,False,False
1403,142039167379992628,14,3311,2475,2307,2000,852,842,5.323755497726911,5.315731972033985,11.693051295397,11.171802288682983,True,False
1404,176288689946633417,18,1207,1140,1012,2000,184,183,4.387283515092068,4.385282681411368,10.237209960755022,9.98299357469431,True,False
1405,1625925000000000000,163,2858,2813,2306,2000,200,200,4.5815595236966455,4.5815595236966455,11.480790201095816,11.171176797651771,True,False
1406,13883667926652291,1,1415,679,653,679,679,653,9.407267764244732,9.32131116928656,10.466586337719244,9.350939181546432,False,False
1407,249375000000000000,25,1425,1365,1205,2000,201,200,4.4608150407859375,4.459317423359117,10.476746203939467,10.234817431117325,True,False
1408,99750000000000000,10,2263,1608,1471,2000,645,626,5.265123228570761,5.245728642071901,11.144020869266893,10.522581531254831,True,False
1409,996824927718480000,100,1084,918,825,2000,210,206,4.488720791534941,4.485095863973585,10.08214904135387,9.688250309133178,True,False
1410,1173167782627165,0,753,0,0,0,0,0,0.0,0.0,9.556506054671928,0,False,True
1411,9222444909677235761,922,1772,1767,1556,2000,74,73,4.607930827183159,4.606951344961303,10.791162888555018,10.603626344986193,True,False
1412,51004248315526313377,5100,10185,8553,6923,2000,1267,1220,6.154008184450806,6.1316508277917645,13.31415835985325,12.757181632816716,True,False
1413,1324141534540856,0,446,0,0,0,0,0,0.0,0.0,8.800899899920305,0,False,True
1414,4987500000000000,0,259,0,0,0,0,0,0.0,0.0,8.016808287686555,0,False,True
1415,1116437978922160720,112,6950,5516,4712,2000,1028,1000,4.499702797977466,4.494325354226385,12.762797262498232,12.20212382383046,True,False
1416,508725000000000000,51,1991,1935,1634,2000,205,203,4.8639199829159265,4.863242693299824,10.959277505720502,10.674192268145683,True,False
1417,241784025000000000,24,4199,3153,2810,2000,981,942,4.557408204893501,4.542136618535192,12.035830072835017,11.456354415108288,True,False
1418,299263840202346281,30,4157,3226,2911,2000,935,923,4.397175466238192,4.391449982040274,12.021327032624372,11.507299124122765,True,False
1419,258607795711470630,26,4302,3231,2932,2000,966,953,4.5313561936256175,4.52787067169082,12.070791809423062,11.517669388133811,True,False
1420,105806665330752836,11,3693,2600,2439,2000,965,951,4.386476181489815,4.382491473075256,11.850577547205614,11.252074042796185,True,False
